37.0000,35.3213,1,25
37.7648,38.2786,2,701
38.7507,30.5567,3,1012
39.7194,43.0513,4,1630
40.6499,35.8353,5,400
39.9208,32.8541,6,905
36.8841,30.7056,7,62
41.1828,41.8183,8,530
37.8560,27.8416,9,92
39.6484,27.8826,10,145
40.0567,30.0665,11,513
39.0626,40.7696,12,1159
38.3938,42.1232,13,1637
40.5760,31.5788,14,741
37.4613,30.0665,15,963
40.2669,29.0634,16,238
40.1553,26.4142,17,11
40.6013,33.6134,18,730
40.5506,34.9556,19,822
37.7765,29.0864,20,392
37.9144,40.2306,21,674
41.6818,26.5623,22,50
38.6810,39.2264,23,1041
39.7500,39.5000,24,1216
39.9000,41.2700,25,1923
39.7767,30.5206,26,796
37.0662,37.3833,27,838
40.9128,38.3895,28,14
40.4386,39.5086,29,1174
37.5833,43.7333,30,1756
36.4018,36.3498,31,89
37.7648,30.5566,32,1058
36.8000,34.6333,33,18
41.0053,28.9770,34,25
38.4189,27.1287,35,9
40.6167,43.1000,36,1756
41.3887,33.7827,37,814
38.7312,35.4787,38,1060
41.7333,27.2167,39,231
39.1425,34.1709,40,991
40.8533,29.8815,41,4
37.8667,32.4833,42,1023
39.4167,29.9833,43,958
38.3552,38.3095,44,970
38.6191,27.4289,45,79
37.5858,36.9371,46,562
37.3212,40.7245,47,938
37.2153,28.3636,48,659
38.9462,41.7539,49,1334
38.6939,34.6857,50,1197
37.9667,34.6833,51,1239
40.9839,37.8764,52,25
41.0201,40.5234,53,11
40.6940,30.4358,54,41
41.2928,36.3313,55,10
37.9333,41.9500,56,887
42.0231,35.1531,57,27
39.7477,37.0179,58,1313
40.9833,27.5167,59,28
40.3167,36.5500,60,630
41.0015,39.7178,61,36
39.3074,39.4388,62,922
37.1591,38.7969,63,527
38.6823,29.4082,64,915
38.4891,43.4089,65,1728
39.8181,34.8147,66,1317
41.4564,31.7987,67,10
38.3687,34.0370,68,1228
40.2552,40.2249,69,1555
37.1759,33.2287,70,1063
39.8468,33.5153,71,746
37.8812,41.1351,72,570
37.4187,42.4918,73,1343
41.5811,32.4610,74,12
41.1105,42.7022,75,1799
39.8880,44.0048,76,860
40.6500,29.2667,77,8
41.2061,32.6204,78,264
36.7184,37.1212,79,660
37.2130,36.1763,80,121
40.8438,31.1565,81,149
